,brand,model,top_speed_kmh,battery_capacity_kWh,number_of_cells,torque_nm,efficiency_wh_per_km,range_km,acceleration_0_100_s,fast_charging_power_kw_dc,fast_charge_port,towing_capacity_kg,cargo_volume_l,seats,drivetrain,segment,length_mm,width_mm,height_mm,car_body_type
284,Omoda,E5,172,61.0,0.0,340.0,152,345,7.6,60.0,CCS,0.0,380,5,FWD,JC - Medium,4424,1830,1588,SUV
285,Opel,Astra Electric,170,50.8,102.0,270.0,128,320,9.2,85.0,CCS,0.0,352,5,FWD,C - Medium,4374,1860,1470,Hatchback
286,Opel,Astra Sports Tourer Electric,170,50.8,102.0,270.0,123,310,9.3,85.0,CCS,0.0,516,5,FWD,C - Medium,4642,1860,1480,Station/Estate
287,Opel,Combo-e Life 50 kWh,135,50.0,0.0,260.0,149,235,11.3,80.0,CCS,750.0,775,5,FWD,N - Passenger Van,4410,1921,1812,Small Passenger Van
288,Opel,Combo-e Life XL 50 kWh,135,50.0,0.0,260.0,149,230,11.3,80.0,CCS,750.0,1050,7,FWD,N - Passenger Van,4760,1921,1818,Small Passenger Van
289,Opel,Corsa Electric 50 kWh,150,46.3,216.0,260.0,131,290,8.7,78.0,CCS,0.0,267,5,FWD,B - Compact,4061,1765,1435,Hatchback
290,Opel,Corsa Electric 51 kWh,150,48.1,96.0,260.0,120,315,8.1,80.0,CCS,0.0,267,5,FWD,B - Compact,4061,1765,1435,Hatchback
291,Opel,Frontera 44 kWh,140,44.0,0.0,120.0,144,245,12.1,60.0,CCS,350.0,460,5,FWD,JB - Compact,4385,1795,1635,SUV
292,Opel,Grandland 73 kWh,170,73.0,96.0,260.0,145,365,9.0,90.0,CCS,1200.0,550,5,FWD,JC - Medium,4650,1934,1665,SUV
293,Opel,Grandland 82 kWh,170,82.2,0.0,260.0,146,410,9.0,100.0,CCS,1200.0,550,5,FWD,JC - Medium,4650,1934,1665,SUV
294,Opel,Mokka Electric,150,50.8,102.0,260.0,126,285,9.0,85.0,CCS,0.0,310,5,FWD,JB - Compact,4151,1790,1534,SUV
295,Opel,Zafira-e Life L2 50 kWh,130,46.3,216.0,270.0,217,180,13.3,78.0,CCS,1000.0,603,9,FWD,N - Passenger Van,4983,1920,1890,Small Passenger Van
296,Opel,Zafira-e Life L2 75 kWh,130,68.0,324.0,270.0,202,260,14.2,79.0,CCS,1000.0,603,9,FWD,N - Passenger Van,4983,1920,1890,Small Passenger Van
297,Opel,Zafira-e Life L3 50 kWh,130,46.3,216.0,270.0,219,180,13.3,78.0,CCS,1000.0,989,9,FWD,N - Passenger Van,5333,1920,1890,Small Passenger Van
298,Opel,Zafira-e Life L3 75 kWh,130,68.0,324.0,260.0,204,260,14.2,79.0,CCS,1000.0,989,9,FWD,N - Passenger Van,5333,1920,1890,Small Passenger Van
299,Peugeot,e-2008 50 kWh,150,46.3,216.0,260.0,136,270,9.9,78.0,CCS,0.0,434,5,FWD,JB - Compact,4304,1775,1523,SUV
300,Peugeot,e-2008 54 kWh,150,50.8,102.0,260.0,125,300,9.1,85.0,CCS,0.0,434,5,FWD,JB - Compact,4304,1775,1523,SUV
301,Peugeot,e-208 50 kWh,150,46.3,216.0,260.0,132,290,9.0,78.0,CCS,0.0,265,5,FWD,B - Compact,4055,1765,1430,Hatchback
302,Peugeot,e-208 51 kWh,150,48.1,96.0,260.0,120,310,8.2,80.0,CCS,0.0,265,5,FWD,B - Compact,4055,1765,1430,Hatchback
303,Peugeot,e-3008 73 kWh,170,73.0,96.0,345.0,143,380,8.8,90.0,CCS,1250.0,588,5,FWD,JC - Medium,4542,1895,1641,SUV
304,Peugeot,e-3008 73 kWh Dual Motor,170,73.0,96.0,511.0,195,375,6.4,90.0,CCS,0.0,588,5,AWD,JC - Medium,4542,1895,1641,SUV
305,Peugeot,e-3008 97 kWh Long Range,170,96.9,0.0,345.0,145,500,8.7,135.0,CCS,1200.0,588,5,FWD,JC - Medium,4542,1895,1641,SUV
306,Peugeot,e-308,170,50.8,102.0,260.0,124,300,9.8,80.0,CCS,0.0,412,5,FWD,C - Medium,4367,1852,1441,Hatchback
307,Peugeot,e-308 SW,150,50.8,102.0,260.0,127,300,10.0,80.0,CCS,0.0,608,5,FWD,C - Medium,4636,1852,1442,Station/Estate
308,Peugeot,e-408 58 kWh,160,58.3,0.0,345.0,129,375,7.2,70.0,CCS,0.0,471,5,FWD,JD - Large,4687,1859,1478,SUV
309,Peugeot,e-5008 73 kWh,170,73.0,96.0,345.0,150,370,9.7,90.0,CCS,1000.0,348,7,FWD,JD - Large,4791,1895,1694,SUV
310,Peugeot,e-5008 73 kWh Dual Motor,170,73.0,96.0,511.0,203,360,7.0,90.0,CCS,0.0,348,7,AWD,JD - Large,4791,1895,1694,SUV
311,Peugeot,e-5008 97 kWh Long Range,170,96.9,0.0,345.0,152,485,9.6,135.0,CCS,1000.0,348,7,FWD,JD - Large,4791,1895,1694,SUV
312,Peugeot,e-Rifter M 50 kWh,132,50.0,0.0,270.0,152,235,11.7,80.0,CCS,750.0,775,5,FWD,N - Passenger Van,4403,1921,1818,Small Passenger Van
313,Peugeot,e-Rifter XL 50 kWh,132,50.0,0.0,270.0,153,230,11.7,80.0,CCS,750.0,1050,7,FWD,N - Passenger Van,4755,1921,1837,Small Passenger Van
314,Peugeot,e-Traveller L2 50 kWh,130,46.3,216.0,270.0,217,180,13.3,78.0,CCS,1000.0,603,9,FWD,N - Passenger Van,4983,1920,1890,Small Passenger Van
315,Peugeot,e-Traveller L2 75 kWh,130,68.0,324.0,270.0,202,260,14.2,79.0,CCS,1000.0,603,9,FWD,N - Passenger Van,4983,1920,1890,Small Passenger Van
316,Peugeot,e-Traveller L3 50 kWh,130,46.3,216.0,270.0,219,180,13.3,78.0,CCS,1000.0,989,9,FWD,N - Passenger Van,5333,1920,1890,Small Passenger Van
317,Peugeot,e-Traveller L3 75 kWh,130,68.0,324.0,270.0,204,260,14.2,79.0,CCS,1000.0,989,9,FWD,N - Passenger Van,5333,1920,1890,Small Passenger Van
318,Polestar,2 Long Range Dual Motor (MY26),205,79.0,324.0,740.0,142,455,4.5,125.0,CCS,1500.0,407,5,AWD,D - Large,4606,1859,1479,Liftback Sedan
319,Polestar,2 Long Range Performance (MY26),205,79.0,324.0,740.0,142,450,4.2,125.0,CCS,1500.0,407,5,AWD,D - Large,4606,1859,1473,Liftback Sedan
320,Polestar,2 Long Range Single Motor (MY26),205,79.0,324.0,490.0,130,475,6.2,125.0,CCS,1500.0,407,5,RWD,D - Large,4606,1859,1479,Liftback Sedan
321,Polestar,2 Standard Range Single Motor (MY26),205,67.0,0.0,490.0,129,405,6.4,110.0,CCS,1500.0,407,5,RWD,D - Large,4606,1859,1479,Liftback Sedan
322,Polestar,3 Long Range Dual motor,210,107.0,204.0,840.0,183,515,5.0,150.0,CCS,2200.0,484,5,AWD,JE - Executive,4900,1968,1614,SUV
323,Polestar,3 Long Range Performance,210,107.0,204.0,910.0,194,495,4.7,150.0,CCS,2200.0,484,5,AWD,JE - Executive,4900,1968,1614,SUV
324,Polestar,3 Long Range Single motor,180,107.0,204.0,490.0,166,530,7.8,150.0,CCS,1500.0,484,5,RWD,JE - Executive,4900,1968,1614,SUV
325,Polestar,4 Long Range Dual Motor,200,94.0,110.0,686.0,165,485,3.8,135.0,CCS,2000.0,526,5,AWD,E - Executive,4839,2008,1544,Liftback Sedan
326,Polestar,4 Long Range Single Motor,180,94.0,110.0,343.0,157,495,7.4,135.0,CCS,1500.0,526,5,RWD,E - Executive,4839,2008,1544,Liftback Sedan
327,Porsche,Macan 4 Electric,220,95.0,180.0,650.0,184,470,5.2,200.0,CCS,2000.0,540,5,AWD,JD - Large,4784,1938,1622,SUV
328,Porsche,Macan 4S Electric,240,95.0,180.0,820.0,186,470,4.1,200.0,CCS,2000.0,540,5,AWD,JD - Large,4784,1938,1622,SUV
329,Porsche,Macan Electric,220,95.0,180.0,563.0,177,495,5.7,200.0,CCS,2000.0,540,5,RWD,JD - Large,4784,1938,1623,SUV
330,Porsche,Macan Turbo Electric,260,95.0,180.0,1001.0,183,460,3.3,200.0,CCS,2000.0,480,5,AWD,JD - Large,4784,1938,1621,SUV
331,Porsche,Taycan,230,82.3,0.0,410.0,164,495,4.8,195.0,CCS,0.0,407,5,RWD,F - Luxury,4963,1966,1379,Sedan
332,Porsche,Taycan 4,230,82.3,0.0,585.0,172,490,4.6,195.0,CCS,0.0,407,5,AWD,F - Luxury,4963,1966,1379,Sedan
333,Porsche,Taycan 4 Cross Turismo,220,97.0,396.0,610.0,188,510,4.7,281.0,CCS,0.0,446,5,AWD,F - Luxury,4974,1967,1409,Station/Estate
334,Porsche,Taycan 4 Plus,230,97.0,396.0,610.0,175,565,4.6,281.0,CCS,0.0,407,5,AWD,F - Luxury,4963,1966,1379,Sedan
335,Porsche,Taycan 4S,250,82.3,0.0,695.0,174,490,3.7,195.0,CCS,0.0,407,5,AWD,F - Luxury,4963,1966,1379,Sedan
336,Porsche,Taycan 4S Cross Turismo,240,97.0,396.0,710.0,188,510,3.8,281.0,CCS,0.0,446,5,AWD,F - Luxury,4974,1967,1409,Station/Estate
337,Porsche,Taycan 4S Plus,250,97.0,396.0,710.0,177,565,3.7,281.0,CCS,0.0,407,5,AWD,F - Luxury,4963,1966,1379,Sedan
338,Porsche,Taycan 4S Plus Sport Turismo,250,97.0,396.0,710.0,186,510,3.7,281.0,CCS,0.0,446,5,AWD,F - Luxury,4963,1966,1390,Station/Estate
339,Porsche,Taycan 4S Sport Turismo,250,82.3,0.0,695.0,183,440,3.7,195.0,CCS,0.0,446,5,AWD,F - Luxury,4963,1966,1390,Station/Estate
340,Porsche,Taycan GTS,250,97.0,396.0,790.0,176,535,3.3,281.0,CCS,0.0,366,5,AWD,F - Luxury,4963,1966,1381,Sedan
341,Porsche,Taycan GTS Sport Turismo,250,97.0,396.0,790.0,185,505,3.3,281.0,CCS,0.0,405,5,AWD,F - Luxury,4963,1966,1392,Station/Estate
342,Porsche,Taycan Plus,230,97.0,396.0,420.0,168,575,4.8,281.0,CCS,0.0,407,5,RWD,F - Luxury,4963,1966,1379,Sedan
343,Porsche,Taycan Plus Sport Turismo,230,97.0,396.0,420.0,176,530,4.8,281.0,CCS,0.0,446,5,RWD,F - Luxury,4963,1966,1390,Station/Estate
344,Porsche,Taycan Sport Turismo,230,82.3,0.0,410.0,173,460,4.8,195.0,CCS,0.0,446,5,RWD,F - Luxury,4963,1966,1390,Station/Estate
345,Porsche,Taycan Turbo,260,97.0,396.0,940.0,174,535,2.7,281.0,CCS,0.0,366,5,AWD,F - Luxury,4963,1966,1379,Sedan
346,Porsche,Taycan Turbo Cross Turismo,250,97.0,396.0,940.0,188,495,2.8,281.0,CCS,0.0,405,5,AWD,F - Luxury,4974,1967,1412,Station/Estate
347,Porsche,Taycan Turbo GT,290,97.0,396.0,1340.0,184,475,2.3,281.0,CCS,0.0,326,5,AWD,F - Luxury,4968,1966,1378,Sedan
348,Porsche,Taycan Turbo GT Weissach,305,97.0,396.0,1340.0,180,475,2.2,281.0,CCS,0.0,367,2,AWD,F - Luxury,4968,1966,1378,Sedan
349,Porsche,Taycan Turbo S,260,97.0,396.0,1110.0,174,525,2.4,281.0,CCS,0.0,366,5,AWD,F - Luxury,4963,1966,1378,Sedan
350,Porsche,Taycan Turbo S Cross Turismo,250,97.0,396.0,1110.0,188,485,2.5,281.0,CCS,0.0,405,5,AWD,F - Luxury,4974,1967,1407,Station/Estate
351,Porsche,Taycan Turbo S Sport Turismo,260,97.0,396.0,1110.0,183,505,2.4,281.0,CCS,0.0,405,5,AWD,F - Luxury,4963,1966,1388,Station/Estate
352,Porsche,Taycan Turbo Sport Turismo,260,97.0,396.0,940.0,184,505,2.7,281.0,CCS,0.0,405,5,AWD,F - Luxury,4963,1966,1392,Station/Estate
353,Renault,4 E-Tech 40kWh 120hp,150,40.0,93.0,225.0,124,245,9.2,55.0,CCS,750.0,420,5,FWD,JB - Compact,4143,1796,1552,SUV
354,Renault,4 E-Tech 52kWh 150hp,150,52.0,184.0,245.0,127,315,8.2,70.0,CCS,750.0,420,5,FWD,JB - Compact,4143,1796,1552,SUV
355,Renault,5 E-Tech 40kWh 120hp,150,40.0,93.0,225.0,132,250,9.0,55.0,CCS,500.0,326,5,FWD,B - Compact,3922,1808,1489,Hatchback
356,Renault,5 E-Tech 40kWh 95hp,130,40.0,93.0,215.0,129,255,12.0,0.0,0,500.0,326,5,FWD,B - Compact,3922,1808,1489,Hatchback
357,Renault,5 E-Tech 52kWh 150hp,150,52.0,184.0,245.0,129,320,8.0,70.0,CCS,500.0,326,5,FWD,B - Compact,3922,1808,1489,Hatchback
358,Renault,Kangoo E-Tech Electric,135,45.0,0.0,245.0,158,225,12.6,50.0,CCS,1500.0,950,5,FWD,N - Passenger Van,4486,1860,1838,Small Passenger Van
359,Renault,Kangoo Grand E-Tech Electric,130,45.0,0.0,245.0,170,220,13.3,50.0,CCS,1500.0,500,7,FWD,N - Passenger Van,4911,1860,1815,Small Passenger Van
360,Renault,Megane E-Tech EV60 130hp (TU2025),150,60.0,288.0,250.0,125,380,10.5,88.0,CCS,500.0,440,5,FWD,C - Medium,4200,1860,1505,Hatchback
361,Renault,Megane E-Tech EV60 220hp (TU2025),160,60.0,288.0,300.0,133,380,7.4,88.0,CCS,900.0,440,5,FWD,C - Medium,4200,1860,1505,Hatchback
362,Renault,Scenic E-Tech EV60 170hp,150,60.0,192.0,280.0,144,340,8.6,75.0,CCS,1100.0,545,5,FWD,JC - Medium,4470,1864,1571,SUV
363,Renault,Scenic E-Tech EV87 220hp,170,87.0,288.0,300.0,143,480,7.9,95.0,CCS,1100.0,545,5,FWD,JC - Medium,4470,1864,1571,SUV
364,Rolls-Royce,Spectre,250,102.0,0.0,900.0,192,465,4.5,126.0,CCS,0.0,380,4,AWD,I - Luxury,5453,2080,1559,Coupe
365,Skoda,Elroq 50,160,52.0,192.0,310.0,149,310,9.0,90.0,CCS,1000.0,470,5,RWD,JC - Medium,4488,1884,1625,SUV
366,Skoda,Elroq 60,160,59.0,216.0,310.0,149,350,8.5,110.0,CCS,1000.0,470,5,RWD,JC - Medium,4488,1884,1625,SUV
367,Skoda,Elroq 85,180,77.0,288.0,545.0,145,450,6.6,120.0,CCS,1000.0,470,5,RWD,JC - Medium,4488,1884,1625,SUV
368,Skoda,Elroq RS,180,79.0,288.0,679.0,151,450,5.4,135.0,CCS,1200.0,470,5,AWD,JC - Medium,4488,1884,1608,SUV
369,Skoda,Enyaq 60,160,59.0,216.0,310.0,145,360,8.1,110.0,CCS,1000.0,585,5,RWD,JC - Medium,4658,1879,1622,SUV
370,Skoda,Enyaq 85,180,77.0,288.0,545.0,141,455,6.7,120.0,CCS,1000.0,585,5,RWD,JC - Medium,4658,1879,1622,SUV
371,Skoda,Enyaq 85x,180,77.0,288.0,679.0,150,450,6.7,120.0,CCS,1200.0,585,5,AWD,JC - Medium,4658,1879,1620,SUV
372,Skoda,Enyaq Coupe 60,160,59.0,216.0,310.0,141,370,8.1,110.0,CCS,1000.0,570,5,RWD,JC - Medium,4658,1879,1623,SUV
373,Skoda,Enyaq Coupe 85,180,77.0,288.0,545.0,138,470,6.7,120.0,CCS,1000.0,570,5,RWD,JC - Medium,4658,1879,1623,SUV
374,Skoda,Enyaq Coupe 85x,180,77.0,288.0,679.0,146,460,6.7,120.0,CCS,1200.0,570,5,AWD,JC - Medium,4658,1879,1621,SUV
375,Skoda,Enyaq Coupe RS,180,79.0,288.0,679.0,143,470,5.4,135.0,CCS,1200.0,570,5,AWD,JC - Medium,4660,1879,1608,SUV
376,Skoda,Enyaq RS,180,79.0,288.0,679.0,147,460,5.4,135.0,CCS,1200.0,585,5,AWD,JC - Medium,4660,1879,1607,SUV
377,Skywell,BE11 Long Range,150,81.0,0.0,320.0,166,390,9.6,50.0,CCS,0.0,467,5,FWD,JD - Large,4720,1908,1696,SUV
378,Skywell,BE11 Standard Range,150,68.0,0.0,320.0,149,330,9.6,50.0,CCS,0.0,467,5,FWD,JD - Large,4720,1908,1696,SUV
379,Smart,#1 Brabus,180,62.0,0.0,584.0,155,325,3.9,100.0,CCS,1600.0,313,5,AWD,JB - Compact,4300,1822,1636,SUV
380,Smart,#1 Premium,180,62.0,0.0,343.0,141,335,6.7,100.0,CCS,1600.0,323,5,RWD,JB - Compact,4270,1822,1636,SUV
381,Smart,#1 Pro,180,47.0,0.0,343.0,152,250,6.7,65.0,CCS,0.0,323,5,RWD,JB - Compact,4270,1822,1636,SUV
382,Smart,#1 Pro+,180,62.0,0.0,343.0,148,335,6.7,100.0,CCS,1600.0,323,5,RWD,JB - Compact,4270,1822,1636,SUV
383,Smart,#1 Pulse,180,62.0,0.0,584.0,155,325,4.5,100.0,CCS,1600.0,313,5,AWD,JB - Compact,4300,1822,1636,SUV
384,Smart,#1 Pure,180,47.0,0.0,343.0,152,250,6.7,65.0,CCS,0.0,323,5,RWD,JB - Compact,4270,1822,1636,SUV
385,Smart,#1 Pure+,180,62.0,0.0,343.0,148,335,6.7,100.0,CCS,1600.0,323,5,RWD,JB - Compact,4270,1822,1636,SUV
386,Smart,#3 Brabus,180,62.0,0.0,543.0,149,335,3.7,100.0,CCS,1600.0,370,5,AWD,JB - Compact,4400,1844,1556,SUV
387,Smart,#3 Premium,180,62.0,0.0,343.0,136,355,5.8,110.0,CCS,1600.0,370,5,RWD,JB - Compact,4400,1844,1556,SUV
388,Smart,#3 Pro,180,47.0,0.0,343.0,145,265,5.9,65.0,CCS,0.0,370,5,RWD,JB - Compact,4400,1844,1556,SUV
389,Smart,#3 Pro+,180,62.0,0.0,343.0,143,355,5.8,110.0,CCS,1600.0,370,5,RWD,JB - Compact,4400,1844,1556,SUV
390,Smart,#5 Brabus,210,94.0,0.0,710.0,174,450,3.8,230.0,CCS,1600.0,630,5,AWD,JD - Large,4695,1920,1705,SUV
391,Smart,#5 Premium,200,94.0,0.0,373.0,159,465,6.5,230.0,CCS,1600.0,630,5,RWD,JD - Large,4695,1920,1705,SUV
392,Smart,#5 Pro,200,74.4,0.0,373.0,160,370,6.9,110.0,CCS,1600.0,630,5,RWD,JD - Large,4695,1920,1705,SUV
393,Smart,#5 Pro+,200,94.0,0.0,373.0,159,465,6.5,230.0,CCS,1600.0,630,5,RWD,JD - Large,4695,1920,1705,SUV
394,Smart,#5 Pulse,200,94.0,0.0,643.0,174,455,4.9,230.0,CCS,1600.0,630,5,AWD,JD - Large,4695,1920,1705,SUV
395,Smart,#5 Summit Edition,200,94.0,0.0,643.0,174,455,4.9,230.0,CCS,1600.0,630,5,AWD,JD - Large,4695,1920,1705,SUV
396,Subaru,Solterra AWD,160,64.0,96.0,336.0,154,320,6.9,100.0,CCS,750.0,441,5,AWD,JC - Medium,4690,1860,1650,SUV
397,Tesla,Model 3 Long Range AWD (Highland),201,75.0,4416.0,493.0,119,525,4.4,124.0,CCS,1000.0,594,5,AWD,D - Large,4720,1849,1441,Sedan
398,Tesla,Model 3 Long Range RWD (Highland),201,75.0,4416.0,450.0,117,545,5.2,124.0,CCS,1000.0,594,5,RWD,D - Large,4720,1849,1441,Sedan
399,Tesla,Model 3 Performance (Highland),262,75.0,4416.0,741.0,142,490,3.2,124.0,CCS,0.0,594,5,AWD,D - Large,4720,1849,1431,Sedan
400,Tesla,Model 3 RWD (Highland CATL LFP64),201,60.5,0.0,420.0,116,445,6.1,110.0,CCS,1000.0,594,5,RWD,D - Large,4720,1849,1441,Sedan
401,Tesla,Model S Dual Motor,250,95.0,7920.0,0.0,150,575,3.2,140.0,CCS,1600.0,709,5,AWD,F - Luxury,5021,1987,1431,Liftback Sedan
402,Tesla,Model S Plaid,282,95.0,7920.0,0.0,158,560,2.3,140.0,CCS,1600.0,709,5,AWD,F - Luxury,5021,1987,1431,Liftback Sedan
403,Tesla,Model X Dual Motor,250,95.0,7920.0,0.0,165,485,3.9,140.0,CCS,2250.0,425,7,AWD,JF - Luxury,5057,1999,1680,SUV
404,Tesla,Model X Plaid,262,95.0,7920.0,0.0,180,465,2.7,140.0,CCS,2250.0,425,7,AWD,JF - Luxury,5057,1999,1680,SUV
405,Tesla,Model Y Long Range AWD (Juniper),201,75.0,4416.0,493.0,132,455,4.8,124.0,CCS,1600.0,854,5,AWD,JD - Large,4790,1982,1624,SUV
406,Tesla,Model Y Long Range RWD (Juniper),201,75.0,4416.0,450.0,121,470,5.6,124.0,CCS,1600.0,854,5,RWD,JD - Large,4790,1982,1624,SUV
407,Tesla,Model Y RWD (Juniper),201,60.5,0.0,420.0,121,375,5.9,110.0,CCS,1600.0,854,5,RWD,JD - Large,4790,1982,1624,SUV
408,Toyota,PROACE Verso L 75 kWh,130,68.0,324.0,260.0,204,260,13.3,79.0,CCS,1000.0,989,9,FWD,N - Passenger Van,5333,1920,1890,Small Passenger Van
409,Toyota,PROACE Verso M 50 kWh,130,46.3,216.0,260.0,217,180,12.1,78.0,CCS,1000.0,603,9,FWD,N - Passenger Van,4983,1920,1890,Small Passenger Van
410,Toyota,PROACE Verso M 75 kWh,130,68.0,324.0,260.0,202,260,13.3,79.0,CCS,1000.0,603,9,FWD,N - Passenger Van,4983,1920,1890,Small Passenger Van
411,Toyota,Proace City Verso Electric L1 50 kWh,132,50.0,0.0,260.0,149,235,11.7,80.0,CCS,750.0,775,5,FWD,N - Passenger Van,4403,1921,1803,Small Passenger Van
412,Toyota,Proace City Verso Electric L2 50 kWh,132,50.0,0.0,260.0,149,230,11.7,80.0,CCS,750.0,1050,7,FWD,N - Passenger Van,4753,1921,1814,Small Passenger Van
413,Toyota,bZ4X AWD,160,64.0,96.0,336.0,154,345,6.9,100.0,CCS,750.0,452,5,AWD,JC - Medium,4690,1860,1600,SUV
414,Toyota,bZ4X FWD,160,64.0,96.0,265.0,145,350,7.5,100.0,CCS,750.0,452,5,FWD,JC - Medium,4690,1860,1600,SUV
415,VinFast,VF 8 Eco Extended Range,200,87.7,0.0,500.0,186,405,5.9,120.0,CCS,1800.0,376,5,AWD,JD - Large,4750,1934,1667,SUV
416,VinFast,VF 8 Plus Extended Range,200,87.7,0.0,620.0,196,400,5.5,120.0,CCS,1800.0,376,5,AWD,JD - Large,4750,1934,1667,SUV
417,Volkswagen,ID. Buzz LWB GTX,160,86.0,312.0,560.0,182,350,6.5,145.0,CCS,1600.0,1340,7,AWD,N - Passenger Van,4960,1985,1927,Small Passenger Van
418,Volkswagen,ID. Buzz LWB Pro,160,86.0,312.0,560.0,190,370,7.9,145.0,CCS,1000.0,1340,7,RWD,N - Passenger Van,4962,1985,1924,Small Passenger Van
419,Volkswagen,ID. Buzz NWB GTX,160,79.0,288.0,560.0,194,330,6.5,135.0,CCS,1800.0,1121,6,AWD,N - Passenger Van,4712,1985,1925,Small Passenger Van
420,Volkswagen,ID. Buzz NWB Pro,160,79.0,288.0,560.0,187,360,7.6,135.0,CCS,1200.0,1121,6,RWD,N - Passenger Van,4712,1985,1927,Small Passenger Van
421,Volkswagen,ID. Buzz NWB Pure,145,59.0,216.0,310.0,178,275,10.7,110.0,CCS,1000.0,1121,6,RWD,N - Passenger Van,4712,1985,1927,Small Passenger Van
422,Volkswagen,ID.3 GTX,180,79.0,288.0,545.0,131,470,5.9,135.0,CCS,0.0,385,5,RWD,C - Medium,4322,1809,1538,Hatchback
423,Volkswagen,ID.3 GTX Performance,200,79.0,288.0,545.0,131,465,5.6,135.0,CCS,0.0,385,5,RWD,C - Medium,4322,1809,1538,Hatchback
424,Volkswagen,ID.3 Pro,160,59.0,216.0,310.0,136,365,7.6,110.0,CCS,0.0,385,5,RWD,C - Medium,4264,1809,1564,Hatchback
425,Volkswagen,ID.3 Pro S,160,77.0,288.0,310.0,138,465,7.1,120.0,CCS,0.0,385,5,RWD,C - Medium,4264,1809,1564,Hatchback
426,Volkswagen,ID.3 Pure,160,52.0,192.0,310.0,134,325,8.2,90.0,CCS,0.0,385,5,RWD,C - Medium,4264,1809,1564,Hatchback
427,Volkswagen,ID.4 GTX,180,77.0,288.0,679.0,152,420,5.4,120.0,CCS,1200.0,543,5,AWD,JC - Medium,4584,1852,1631,SUV
428,Volkswagen,ID.4 Pro,180,77.0,288.0,545.0,149,445,6.7,120.0,CCS,1000.0,543,5,RWD,JC - Medium,4584,1852,1631,SUV
429,Volkswagen,ID.4 Pro 4MOTION,180,77.0,288.0,679.0,155,435,6.6,120.0,CCS,1200.0,543,5,AWD,JC - Medium,4584,1852,1631,SUV
430,Volkswagen,ID.4 Pure,160,52.0,192.0,310.0,143,285,9.0,87.0,CCS,1000.0,543,5,RWD,JC - Medium,4584,1852,1640,SUV
431,Volkswagen,ID.5 GTX,180,77.0,288.0,679.0,144,430,5.5,120.0,CCS,1200.0,549,5,AWD,JC - Medium,4599,1852,1615,SUV
432,Volkswagen,ID.5 Pro,180,77.0,288.0,545.0,138,460,6.7,120.0,CCS,1000.0,549,5,RWD,JC - Medium,4599,1852,1615,SUV
433,Volkswagen,ID.5 Pure,160,52.0,288.0,310.0,142,320,8.9,87.0,CCS,1000.0,549,5,RWD,JC - Medium,4599,1852,1615,SUV
434,Volkswagen,ID.7 GTX,180,86.0,312.0,560.0,145,500,5.4,145.0,CCS,1200.0,532,5,AWD,E - Executive,4961,1862,1536,Liftback Sedan
435,Volkswagen,ID.7 Pro,180,77.0,288.0,550.0,132,475,6.5,125.0,CCS,1000.0,532,5,RWD,E - Executive,4961,1862,1536,Liftback Sedan
436,Volkswagen,ID.7 Pro S,180,86.0,312.0,550.0,133,525,6.6,145.0,CCS,1000.0,532,5,RWD,E - Executive,4961,1862,1536,Liftback Sedan
437,Volkswagen,ID.7 Tourer GTX,180,86.0,312.0,560.0,147,500,5.5,145.0,CCS,1200.0,605,5,AWD,E - Executive,4961,1862,1536,Station/Estate
438,Volkswagen,ID.7 Tourer Pro,180,77.0,288.0,550.0,146,470,6.6,125.0,CCS,1000.0,605,5,RWD,E - Executive,4961,1862,1536,Station/Estate
439,Volkswagen,ID.7 Tourer Pro S,180,86.0,312.0,550.0,125,520,6.7,145.0,CCS,1000.0,605,5,RWD,E - Executive,4961,1862,1536,Station/Estate
440,Volvo,EC40 Single Motor (MY26),180,67.0,0.0,420.0,151,360,7.3,110.0,CCS,1500.0,404,5,RWD,JC - Medium,4440,1873,1596,SUV
441,Volvo,EC40 Single Motor ER (MY26),180,79.0,324.0,420.0,146,420,7.3,125.0,CCS,1500.0,404,5,RWD,JC - Medium,4440,1873,1596,SUV
442,Volvo,EC40 Twin Motor (MY26),180,79.0,324.0,670.0,155,400,4.8,125.0,CCS,1800.0,404,5,AWD,JC - Medium,4440,1873,1596,SUV
443,Volvo,EC40 Twin Motor Performance (MY26),180,79.0,324.0,670.0,155,400,4.6,125.0,CCS,1800.0,404,5,AWD,JC - Medium,4440,1873,1596,SUV
444,Volvo,ES90 Single Motor (MY26),180,88.0,0.0,480.0,135,485,6.9,190.0,CCS,1600.0,446,5,RWD,F - Luxury,5000,1942,1546,Liftback Sedan
445,Volvo,ES90 Twin Motor (MY26),180,102.0,0.0,670.0,146,530,5.5,225.0,CCS,2000.0,446,5,AWD,F - Luxury,5000,1942,1546,Liftback Sedan
446,Volvo,ES90 Twin Motor Performance (MY26),180,102.0,0.0,870.0,146,530,4.0,225.0,CCS,2000.0,446,5,AWD,F - Luxury,5000,1942,1546,Liftback Sedan
447,Volvo,EX30 Cross Country (MY26),180,65.0,0.0,543.0,152,330,3.7,114.0,CCS,1600.0,318,5,AWD,JB - Compact,4233,1837,1573,SUV
448,Volvo,EX30 Single Motor (MY24-26),180,49.0,0.0,343.0,147,275,5.7,80.0,CCS,1000.0,318,5,RWD,JB - Compact,4233,1837,1549,SUV
